"Rec No","Shrptvgeptr","Shrptvessel","Shrptada","Shrptvoynoarr","Shrptlastport","Shrptoriginport","Shrptnextport","Shrptstodate","Stripped","Strippeddate"
4278,3540,258,79325,"PJ SHIPPING         ",0,0,0,0,1,79326
4279,3541,221,79325,"PAUL\'S SHIPPING     ",0,0,0,0,1,79328
4281,3542,198,79327,"MORGAN\'S            ",0,0,0,0,1,0
4283,3543,198,79327,"MORGAN\'S INTL       ",0,0,0,0,1,0
4284,3544,264,79327,"BRITLINK CARGO      ",0,0,0,0,1,0
4286,3545,264,79327,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4289,3546,220,79332,"CARIBBEAN INT\'L     ",0,0,0,0,1,79334
4292,3547,198,79327,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4293,3548,220,79332,"PAUL\'S SHIPPING     ",0,0,0,0,1,79334
4294,3549,220,79332,"Carib Cargo         ",0,0,0,0,1,79334
4295,3550,197,79336,"PJ\'S SHIPPING       ",0,0,0,0,1,79336
4296,3551,197,79336,"MORGAN\'S INT\'L      ",0,0,0,0,1,79336
4297,3552,176,79333,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4298,3553,176,79333,"GEES SHIPPING       ",0,0,0,0,1,0
4299,3554,176,79333,"BRITLINK CARGO      ",0,0,0,0,1,79340
4300,3555,221,79339,"CARIBBEAN INT\'L     ",0,0,0,0,1,79342
4301,3556,221,79339,"CARIBBAEN CARGO     ",0,0,0,0,1,79341
4302,3557,290,79340,"ISLAND TO ISLAND    ",0,0,0,0,1,79343
4303,3558,290,79340,"West One            ",0,0,0,0,1,79346
4304,3559,289,79341,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4305,3560,197,79336,"Simpson\'s 10        ",0,0,0,0,1,79339
4306,3561,197,79336,"SIMPSON\'S 11        ",0,0,0,0,1,79339
4309,3563,221,79339,"PAUL\'S              ",0,0,0,0,1,79341
4310,3564,221,79339,"2pcs CARIB CARGO    ",0,0,0,0,1,79342
4312,3566,290,79340,"GEE\'S SHIPPING      ",0,0,0,0,1,79343
4313,3567,289,79341,"MORGAN INT\'L        ",0,0,0,0,1,79343
4314,3568,220,79346,"PAULS SHIPPING      ",0,0,0,0,1,79348
4315,3569,290,79340,"BRITLINK CARGO      ",0,0,0,0,1,79346
4316,3570,220,79346,"CARIBBAEN INT\'L     ",0,0,0,0,1,79354
4317,3571,77,79349,"CARIB EXPRESS       ",0,0,0,0,1,79355
4318,3572,302,79360,"SYDNEY\'S RELIABLE   ",0,0,0,0,0,0
4319,3573,220,79346,"CARIBBAEN CARGO     ",0,0,0,0,1,79348
4320,3574,197,79355,"SIMPSONS SHIPPING   ",0,0,0,0,1,0
4321,3575,221,79353,"CARIBBAEN INT\'L     ",0,0,0,0,1,79356
4322,3576,221,79353,"PAUL\'S SHIPPING     ",0,0,0,0,1,79355
4323,3577,185,79355,"PJ\'S SHIPPING       ",0,0,0,0,0,0
4324,3578,77,79349,"GEE\'S SHIPPING      ",0,0,0,0,1,79355
4325,3579,197,79355,"PJ\'S SHIPPING CO    ",0,0,0,0,1,0
4326,3580,197,79355,"MORGAN\'S INT\'L 25PCS",0,0,0,0,1,79357
4327,3581,197,79355,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4328,3582,289,79362,"SIMPSON SHIPPING    ",0,0,0,0,1,79367
4329,3583,77,79349,"BRITLINK CARGO      ",0,0,0,0,1,79356
4330,3584,284,79356,"BRITLINK CARGO      ",0,0,0,0,1,79362
4331,3585,197,79355,"MORGAN\'S INTL 19PCS ",0,0,0,0,1,79357
4333,3586,284,79356,"GEE\'S SHIPPING      ",0,0,0,0,1,79362
4334,3587,258,79363,"CARIBBAEN INTL      ",0,0,0,0,1,0
4335,3588,220,79360,"PAUL\'S SHIPPING     ",0,0,0,0,1,79362
4336,3589,284,79356,"ISLAND TO ISLAND    ",0,0,0,0,1,79362
4337,3590,289,79362,"SIMPSON SHIPPING    ",0,0,0,0,1,79364
4338,3591,220,79360,"CARIBBEAN INTL      ",0,0,0,0,1,79362
4339,3592,198,79369,"MORGAN INTL         ",0,0,0,0,1,79370
4340,3593,196,79366,"GEES                ",0,0,0,0,1,0
4341,3594,198,79369,"MORGAN\'S INTL       ",0,0,0,0,1,79370
4342,3595,221,79367,"PAUL\'S SHIPPING     ",0,0,0,0,1,79368
4343,3596,221,79367,"CARIBBEAN INTL      ",0,0,0,0,1,79368
4344,3597,303,79382,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4345,3598,176,79382,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4346,3599,198,79369,"SIMPSON SHIPPING    ",0,0,0,0,1,79370
4347,3600,220,79374,"CARIBBEAN CARGO     ",0,0,0,0,1,79375
4348,3601,220,79374,"CARIBBEAN INTL      ",0,0,0,0,1,79375
4349,3602,220,79374,"Paul\'s Shipping #70 ",0,0,0,0,1,79375
4350,3603,197,79376,"PJ SHIPPING         ",0,0,0,0,1,0
4352,3604,197,79376,"MORGAN\'S #13A       ",0,0,0,0,1,0
4353,3605,176,79374,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4354,3606,221,79381,"CARIBBEAN CARGO     ",0,0,0,0,1,79384
4355,3607,305,79381,"CARIBBEAN CARGO     ",0,0,0,0,1,79384
4356,3608,221,79381,"CARIBBEAN INTL      ",0,0,0,0,1,79384
4357,3609,221,79381,"PAUL\'S SHIPPING     ",0,0,0,0,1,79389
4358,3610,289,79383,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4359,3611,289,79383,"MORGAN SHIPPING     ",0,0,0,0,1,79384
4360,3612,290,79383,"BRITLINK CARGO78PCS ",0,0,0,0,1,79391
4361,3613,290,79383,"BRITLINK CARGO 67PCS",0,0,0,0,1,79391
4362,3614,290,79383,"BRITLINK CARGO 49PCS",0,0,0,0,1,79391
4363,3615,197,79376,"SIMPSON             ",0,0,0,0,1,0
4364,3616,290,79383,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4365,3617,290,79383,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4366,3618,290,79383,"GEES SHIPPING       ",0,0,0,0,1,0
4367,3619,290,79383,"GEES SHIPPING       ",0,0,0,0,1,0
4368,3620,220,79388,"CARIBBEAN INTL      ",0,0,0,0,1,79390
4369,3621,220,79388,"PAUL\'S SHIPPING     ",0,0,0,0,1,79390
4370,3622,77,79389,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4371,3623,306,79390,"SIMPSON             ",0,0,0,0,1,0
4372,3624,77,79389,"WEST ONE SHIPPING   ",0,0,0,0,1,79397
4373,3625,197,79376,"SIMPSON\'S ENTERPRISE",0,0,0,0,1,0
4374,3626,221,79395,"PAUL\'S SHIPPING     ",0,0,0,0,1,79397
4375,3627,221,79395,"CARIBBEAN INTL      ",0,0,0,0,1,0
4377,3628,221,79395,"CARIBBEAN CARGO     ",0,0,0,0,1,79397
4378,3629,77,79389,"BRTILINK GOLBAL     ",0,0,0,0,1,79397
4379,3630,197,79397,"PJ SHIPPING         ",0,0,0,0,1,0
4380,3631,281,79395,"CARIBBEAN INTL      ",0,0,0,0,1,0
4381,3632,197,79397,"MORGAN\'S INTL       ",0,0,0,0,1,0
4382,3633,281,79395,"P.J. SHIPPING       ",0,0,0,0,1,0
4383,3634,284,79398,"GEES SHIPPING       ",0,0,0,0,1,0
4384,3635,220,79402,"PAULS SHIPPING      ",0,0,0,0,1,0
4385,3636,220,79402,"CARIBBEAN INTL      ",0,0,0,0,1,0
4386,3637,284,79398,"BIRTLINK GLOBAL     ",0,0,0,0,1,0
4387,3638,267,79402,"CARIBBEAN INTL      ",0,0,0,0,1,0
4388,3639,307,79406,"MORGANS INTL        ",0,0,0,0,1,0
4389,3640,307,79406,"MORGAN\'S INTL       ",0,0,0,0,1,0
4390,3641,284,79398,"BRITLINK GLOBAL     ",0,0,0,0,1,0
4391,3642,264,79403,"GEES SHIPPING       ",0,0,0,0,0,0
4392,3643,264,79403,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4393,3644,307,79406,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4394,3645,308,79406,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4395,3646,220,79416,"CARBBEAN INTL       ",0,0,0,0,1,0
4396,3647,221,79409,"PAUL\'S SHIPPING     ",0,0,0,0,1,79410
4397,3648,308,79406,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4398,3649,306,79411,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4399,3650,308,79406,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4400,3651,176,79412,"BRITLINK GLOBAL     ",0,0,0,0,1,0
4401,3652,220,79416,"PAULS SHIPPING      ",0,0,0,0,1,0
4402,3653,197,79418,"MORGANS SHIPPING    ",0,0,0,0,1,0
4403,3654,176,79412,"GEES SHIPPING       ",0,0,0,0,1,0
4404,3655,220,79416,"CARIBBEAN INTL      ",0,0,0,0,1,0
4405,3656,309,79416,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4406,3657,176,79412,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4407,3658,197,79418,"PJ\'S SHIPPING.CO    ",0,0,0,0,1,0
4408,3659,197,79418,"MORGANS INTL SHIPPIN",0,0,0,0,1,0
4409,3660,221,79423,"CARIBBEAN INTL      ",0,0,0,0,1,79425
4410,3661,289,79425,"MORGAN INTL         ",0,0,0,0,1,0
4411,3662,289,79425,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4412,3663,289,79425,"MORGANS INTL SHIPPIN",0,0,0,0,1,0
4413,3664,221,79423,"PAUL\'S SHIPPING     ",0,0,0,0,1,79424
4414,3665,289,79425,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4415,3666,220,79430,"CARIBBEAN INTL      ",0,0,0,0,1,0
4416,3667,220,79430,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4417,3668,77,79431,"BRITLINK GLOBAL     ",0,0,0,0,1,0
4418,3669,306,79432,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4419,3670,306,79432,"PJ SHIPPNG          ",0,0,0,0,1,0
4420,3671,220,79430,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4421,3672,290,79428,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4422,3673,290,79428,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4423,3674,306,79432,"MORGAN\'S INTL       ",0,0,0,0,1,0
4424,3675,221,79437,"CARIBBEAN INTL      ",0,0,0,0,1,0
4425,3676,77,79431,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4426,3677,221,79437,"PAULS SHIPPING      ",0,0,0,0,1,0
4427,3678,197,79439,"MORGANS INTL        ",0,0,0,0,1,79441
4428,3679,284,79438,"BRITLINK GLOBAL     ",0,0,0,0,0,0
4429,3680,197,79439,"MORGANS INTL        ",0,0,0,0,1,79441
4430,3681,284,79438,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4431,3682,226,79444,"PJ SHIPPING         ",0,0,0,0,1,0
4432,3683,77,79431,"GEES SHIPPING       ",0,0,0,0,1,0
4433,3684,220,79444,"PAULS SHIPPING      ",0,0,0,0,1,79454
4434,3685,220,79444,"CARIBBEAN INTL      ",0,0,0,0,1,0
4435,3686,221,79450,"CARIBBEAN INTL      ",0,0,0,0,1,79453
4436,3687,284,79438,"GEES SHIPPING       ",0,0,0,0,0,0
4437,3688,284,79438,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4438,3689,289,79446,"PJ SHIPPING         ",0,0,0,0,1,0
4439,3690,287,79452,"CARIBBEAN CARGO     ",0,0,0,0,1,79458
4440,3691,289,79446,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4441,3692,289,79446,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4442,3693,284,79438,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4443,3694,311,79445,"BRITLINK CARGO      ",0,0,0,0,1,79448
4444,3695,311,79445,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4445,3696,309,79451,"SYDNEY SHIPPING     ",0,0,0,0,1,79454
4446,3697,309,79451,"PJ SHIPPING         ",0,0,0,0,1,79453
4447,3698,221,79450,"PAUL\'S SHIPPING     ",0,0,0,0,1,79452
4449,3699,306,79453,"MORGAN\'S INTL       ",0,0,0,0,1,79455
4450,3700,306,79453,"MORGAN\'S INT\'L      ",0,0,0,0,1,79455
4451,3701,314,79460,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4452,3702,318,79475,"WEST ONE            ",0,0,0,0,1,0
4453,3703,309,79451,"CARIBBEAN CARGO     ",0,0,0,0,1,79454
4454,3704,220,79458,"PAUL\'S SHIPPING     ",0,0,0,0,1,79459
4455,3705,314,79459,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4456,3706,314,79459,"ISLAND TO ISLAN     ",0,0,0,0,1,0
4457,3707,315,79460,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4458,3708,197,79460,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4459,3709,314,79459,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4460,3710,197,79460,"PJ SHIPPING         ",0,0,0,0,1,79461
4461,3711,220,79458,"CARIBBEAN INTL      ",0,0,0,0,1,79460
4462,3712,197,79460,"MORGAN\'S INTL       ",0,0,0,0,1,79462
4463,3713,314,79460,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4464,3714,314,79460,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4465,3715,314,79460,"BRITLINK CARGO      ",0,0,0,0,1,0
4466,3716,197,79460,"MORGAN\'S MANIFEST 28",0,0,0,0,1,79462
4467,3717,309,79451,"SYDNEY SHIPPING     ",0,0,0,0,1,0
4468,3718,221,79465,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4471,3719,316,79466,"MORGAN\'S SHIPPING   ",0,0,0,0,1,0
4472,3720,289,79467,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4473,3721,290,79466,"BRITLINK GLOBAL     ",0,0,0,0,1,0
4474,3722,281,79465,"SYDNEY SHIPPING     ",0,0,0,0,1,0
4475,3723,267,79472,"CARIBBEAN INTL      ",0,0,0,0,1,0
4477,3724,220,79472,"CARIBBEAN INT\'L     ",0,0,0,0,1,79480
4479,3725,220,79472,"PAUL\'S SHIPPING     ",0,0,0,0,1,79475
4480,3726,290,79466,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4481,3727,299,79471,"CARIBBEAN GARGO     ",0,0,0,0,1,0
4482,3728,290,79466,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4483,3729,77,79473,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4484,3730,306,79474,"MORGAN\'S INTL       ",0,0,0,0,1,0
4485,3731,306,79474,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4486,3732,77,79473,"BRITLINK CARGO      ",0,0,0,0,1,0
4487,3733,221,79479,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4488,3734,77,79473,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4489,3735,197,79481,"PJ SHIPPING         ",0,0,0,0,1,79486
4490,3736,278,79479,"CARIBBEAN CARGO     ",0,0,0,0,1,79483
4491,3737,221,79479,"CARIBBEAN INTL      ",0,0,0,0,1,79484
4492,3738,278,79478,"MORGANS INTL        ",0,0,0,0,1,0
4493,3739,197,79481,"MORGANS INTL        ",0,0,0,0,1,79484
4494,3740,221,79479,"CARIBBEAN CARGO     ",0,0,0,0,1,79483
4495,3741,284,79481,"BRITLINK CARGO      ",0,0,0,0,1,0
4496,3742,221,79479,"CARIBBEAN CARGO     ",0,0,0,0,1,79302
4497,3743,197,79481,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4498,3744,220,79486,"CARIBBEAN INTL      ",0,0,0,0,1,0
4499,3745,220,79486,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4500,3746,220,79484,"PAULS SHIPPING      ",0,0,0,0,1,0
4501,3747,220,79486,"PAUL,S SHIPPING     ",0,0,0,0,1,0
4502,3748,289,79488,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4503,3749,284,79481,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4504,3750,289,79488,"MORGAN\'S  INT\'L     ",0,0,0,0,1,0
4505,3751,289,79488,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4507,3752,289,79488,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4508,3753,311,79487,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4509,3754,306,79495,"MORGAN\'S INTL       ",0,0,0,0,1,0
4510,3755,221,79493,"CARIBBEAN INTL      ",0,0,0,0,1,0
4511,3756,306,79495,"PJ\'S SHIPPING       ",0,0,0,0,1,0
4512,3757,311,79487,"BRITLINK CARGO      ",0,0,0,0,1,0
4513,3758,306,79495,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4514,3759,300,79493,"SYDNEY SHIPPING     ",0,0,0,0,1,0
4515,3760,221,79493,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4516,3761,280,79491,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4517,3762,221,79493,"PAULS SHIPPING      ",0,0,0,0,1,0
4518,3763,220,79500,"CARIBBEAN INT.      ",0,0,0,0,1,79502
4519,3764,220,79500,"PAULS SHIPPING      ",0,0,0,0,1,0
4520,3765,319,79498,"CARIBBEAN CARGO     ",0,0,0,0,1,79501
4521,3766,267,79507,"PJ\'S SHIPPING       ",0,0,0,0,1,0
4522,3767,197,79502,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4523,3768,314,79501,"BRITLINK CARGO      ",0,0,0,0,1,0
4524,3769,314,79501,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4525,3770,221,79507,"CARIBBEAN INTL      ",0,0,0,0,1,0
4526,3771,302,79515,"SYDNEY SHIPPING     ",0,0,0,0,0,0
4527,3772,197,79502,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4528,3773,267,79507,"CARIBBEAN INTL      ",0,0,0,0,1,0
4529,3774,221,79507,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4530,3775,221,79507,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4531,3776,289,79509,"MORGAN\'S INTL       ",0,0,0,0,1,0
4532,3777,290,79508,"BRITLINK CARGO      ",0,0,0,0,1,79515
4534,3778,220,79514,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4535,3779,220,79514,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4536,3780,301,79516,"SIMPSON SHIPPING    ",0,0,0,0,0,0
4537,3781,301,79515,"CARIBBEAN CARGO     ",0,0,0,0,0,0
4538,3782,306,79516,"MORGAN INT\'L        ",0,0,0,0,1,0
4539,3783,306,79516,"MORGAN\'S  INT\'L     ",0,0,0,0,1,0
4540,3784,77,79515,"BRITLINK CARGO      ",0,0,0,0,1,0
4541,3785,197,79522,"PJ\'S SHIPPING       ",0,0,0,0,1,0
4542,3786,221,79521,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4543,3787,221,79521,"CARIBBEAN SHIPPING  ",0,0,0,0,1,0
4544,3788,298,79520,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4545,3789,197,79522,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4546,3790,252,79528,"PJ\'S SHIPPING       ",0,0,0,0,1,0
4547,3791,309,79521,"CARIBBEAN IN\'L      ",0,0,0,0,0,0
4548,3792,197,79522,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4549,3793,252,79528,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4550,3794,220,79528,"PAUL.S SHIPPING     ",0,0,0,0,1,0
4551,3795,284,79524,"BRITLINK CARGO      ",0,0,0,0,0,0
4552,3796,220,79528,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4553,3797,289,79530,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4554,3798,311,79530,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4555,3799,289,79530,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4556,3800,320,79529,"SIMPSON SHIPPING    ",0,0,0,0,0,0
4557,3801,311,79529,"BRITLINK CARGO      ",0,0,0,0,1,0
4558,3802,197,79535,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4559,3803,197,79535,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4560,3804,321,79539,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4561,3805,306,79537,"PJ\'S SHIPPING       ",0,0,0,0,1,79539
4562,3806,306,79537,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4563,3807,306,79537,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4564,3808,306,79537,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4565,3809,176,79536,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4566,3810,176,79536,"BRITLINK GLOBAL     ",0,0,0,0,1,0
4567,3811,316,79541,"CARIBBEAN CARGO     ",0,0,0,0,1,79545
4568,3812,220,79542,"PAUL\'S  SHIPPING    ",0,0,0,0,1,0
4569,3813,220,79542,"CARIBBEAN INTL      ",0,0,0,0,1,0
4570,3814,316,79541,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4571,3815,322,79544,"MORGAN INT\'L        ",0,0,0,0,1,0
4572,3816,314,79543,"BRITLINK CARGO      ",0,0,0,0,1,0
4573,3817,314,79543,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4574,3818,314,79543,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4575,3819,289,79551,"MORGAN\'S INT\'L      ",0,0,0,0,1,79552
4576,3820,289,79551,"PJ SHIPPING         ",0,0,0,0,1,79553
4577,3821,197,79549,"PAUL\'S  SHIPPING    ",0,0,0,0,1,0
4578,3822,309,79556,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4579,3823,197,79549,"CARIBBEAN INTL      ",0,0,0,0,1,0
4581,3824,289,79551,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4582,3825,197,79549,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4583,3826,220,79556,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4584,3827,220,79556,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4585,3828,220,79556,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4586,3829,306,79558,"MORGAN INT\'L        ",0,0,0,0,1,0
4588,3830,306,79558,"MORGAN INT\'L        ",0,0,0,0,1,0
4589,3831,278,79557,"CARIBBEAN CARGO     ",0,0,0,0,1,79563
4590,3832,77,79557,"BRITLINK CARGO      ",0,0,0,0,1,79564
4591,3833,306,79558,"MORGAN INT\'L        ",0,0,0,0,1,0
4592,3834,306,79563,"PAUL\'S SHIPPING     ",0,0,0,0,1,79566
4593,3835,306,79563,"CARIBBEAN INT\'L     ",0,0,0,0,1,79565
4594,3836,77,79557,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4595,3837,322,79565,"MORGAN INT\'L        ",0,0,0,0,1,0
4596,3838,322,79565,"MORGAN INT\'L        ",0,0,0,0,1,0
4597,3839,322,79565,"MORGAN INT\'L        ",0,0,0,0,1,0
4598,3840,300,79565,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4599,3841,322,79565,"PJ.S SHIPPING       ",0,0,0,0,1,79570
4600,3842,322,79565,"SIMPSON SHIPPING    ",0,0,0,0,1,79570
4601,3843,220,79570,"CARIBBEAN INT\'L     ",0,0,0,0,1,79573
4602,3844,311,79571,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4603,3845,284,79565,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4604,3846,323,79570,"SYDNEY SHIPPING     ",0,0,0,0,0,0
4605,3847,220,79570,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4606,3848,220,79570,"PAUL\'S SHIPPING     ",0,0,0,0,1,79573
4607,3849,267,79577,"PJ SHIPPING         ",0,0,0,0,1,0
4608,3850,252,79584,"PJ SHIPPING         ",0,0,0,0,0,0
4609,3851,311,79571,"BRITLINK CARGO      ",0,0,0,0,1,0
4610,3852,289,79572,"MORGAN INT\'L        ",0,0,0,0,1,0
4611,3853,289,79572,"MORGAN\'S INTL\'S     ",0,0,0,0,1,0
4612,3854,220,79570,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4613,3855,311,79571,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4614,3856,306,79577,"PAUL\'S  SHIPPING    ",0,0,0,0,1,0
4615,3857,306,79577,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4616,3858,324,79579,"MORGANS INT\'L       ",0,0,0,0,1,0
4617,3859,324,79579,"MORGANS INT\'L       ",0,0,0,0,1,0
4618,3860,300,79579,"CARIBBEAN CARGO     ",0,0,0,0,1,79584
4619,3861,289,79579,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4620,3862,309,79591,"CARIBBEAN INT\'L     ",0,0,0,0,0,0
4621,3863,176,79578,"BRITLINK CARGO      ",0,0,0,0,1,79593
4622,3864,220,79584,"CARIBBEAN INT\'L     ",0,0,0,0,1,79588
4623,3865,220,79584,"PAUL\'S SHIPPING     ",0,0,0,0,1,79586
4624,3866,176,79579,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4625,3867,176,79578,"NO:1161             ",0,0,0,0,1,0
4626,3868,322,79586,"MORGAN INT\'L        ",0,0,0,0,1,0
4627,3869,322,79586,"MORGAN INT\'L        ",0,0,0,0,1,0
4628,3870,322,79586,"PJ SHIPPING         ",0,0,0,0,1,0
4629,3871,325,79586,"SIMPSON SHIPPING    ",0,0,0,0,1,79592
4630,3872,314,79586,"BRITLINK CARGO      ",0,0,0,0,1,79592
4631,3873,220,79584,"PAUL\'S  SHIPPING    ",0,0,0,0,1,79586
4632,3874,306,79591,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4633,3875,314,79586,"ISLAND TO ISLAND    ",0,0,0,0,1,79592
4634,3876,314,79586,"ISLAND TO ISLAND    ",0,0,0,0,1,79592
4635,3877,290,79592,"BRITLINK CARGO      ",0,0,0,0,1,79594
4636,3878,289,79593,"PJ SHIPPING         ",0,0,0,0,1,0
4637,3879,289,79593,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4638,3880,141,79593,"SYDNEY SHIPPING     ",0,0,0,0,1,0
4639,3881,141,79593,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4640,3882,290,79592,"BRITLINK CARGO      ",0,0,0,0,1,0
4641,3883,220,79598,"CARIBBEAN INT       ",0,0,0,0,1,0
4642,3884,309,79591,"CARIBBEAN INT\'L     ",0,0,0,0,0,0
4643,3885,289,79593,"MORGAN INT\'L        ",0,0,0,0,1,0
4644,3886,220,79598,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4645,3887,289,79593,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4646,3888,290,79592,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4647,3889,220,79598,"PAULS\' SHIPPING     ",0,0,0,0,1,0
4648,3890,267,79598,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4649,3891,267,79598,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4650,3892,141,79593,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4651,3893,324,79601,"SIMPSON SHPPING A   ",0,0,0,0,1,0
4652,3894,324,79601,"SIMPSON SHIPPING B  ",0,0,0,0,1,0
4653,3895,324,79601,"SIMPSON SHIPPING C  ",0,0,0,0,1,0
4655,3896,324,79598,"PJ\'S SHIPPING       ",0,0,0,0,1,0
4656,3897,324,79600,"MARGON SHIPPING     ",0,0,0,0,1,0
4657,3898,324,79600,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4658,3899,77,79599,"BRITLINK CARGO      ",0,0,0,0,1,79607
