"Rec No","Voyconid","Voyconvgeptr","Voyconcontainer","Voyconportorigin"
2236,0,3698,"SMLU7913863    ",0
2237,0,3699,"FSCU9902514    ",0
2238,0,3700,"SEGU4014531    ",0
2239,0,3701,"CGMU5017842    ",0
2240,0,3702,"UACU5108422    ",0
2241,0,3703,"FCIU9227248    ",0
2243,0,3704,"SMLU8316230    ",0
2244,0,3705,"CGMU5243650    ",0
2245,0,3706,"APRU5702433    ",0
2246,0,3707,"ZCSU8752914    ",0
2247,0,3708,"SMLU7878762    ",0
2248,0,3709,"TCNU5297216    ",0
2249,0,3710,"SMLU7939894    ",0
2250,0,3711,"SMLU3132604    ",0
2251,0,3712,"SMLU7943180    ",0
2252,0,3713,"APRU5702433    ",0
2253,0,3714,"BMOU9001653    ",0
2254,0,3715,"CGMU9401481    ",0
2255,0,3716,"TCNU8652037    ",0
2256,0,3717,"UESU4816639    ",0
2257,0,3718,"SMLU7913987    ",0
2258,0,3719,"FSCU8222180    ",0
2259,0,3720,"INKU6647547    ",0
2260,0,3721,"GESU5579841    ",0
2261,0,3722,"DRYU4506350    ",0
2262,0,3723,"ECMU8102480    ",0
2263,0,3724,"SMLU7862719    ",0
2264,0,3725,"SMLU8307768    ",0
2265,0,3726,"APRU5051590    ",0
2266,0,3727,"ZCSU7095733    ",0
2267,0,3728,"CGMU5079340    ",0
2268,0,3729,"CMAU4546550    ",0
2269,0,3730,"SMLU7918510    ",0
2270,0,3731,"SMLU7969230    ",0
2271,0,3732,"CMAU4270647    ",0
2272,0,3733,"FCIU8604033    ",0
2273,0,3734,"TTNU8371808    ",0
2274,0,3735,"SMLU7888740    ",0
2275,0,3736,"ZCSU7090109    ",0
2276,0,3737,"SMLU7928420    ",0
2277,0,3738,"ZCSU8605560    ",0
2278,0,3739,"CXDU1779827    ",0
2279,0,3740,"SMLU7901590    ",0
2280,0,3741,"APHU6813956    ",0
2281,0,3742,"SMLU7901590    ",0
2282,0,3743,"SMLU7882973    ",0
2283,0,3744,"SMLU3122150    ",0
2284,0,3745,"SMLU7891002    ",0
2285,0,3746,"SMLU7891002    ",0
2286,0,3747,"SMLU7891002    ",0
2287,0,3748,"BMOU4701757    ",0
2288,0,3749,"GESU9528210    ",0
2289,0,3750,"SMLU7952448    ",0
2290,0,3751,"SMLU7888061    ",0
2291,0,3752,"CAXU9045545    ",0
2292,0,3753,"TEMU9245843    ",0
2293,0,3754,"SMLU7961692    ",0
2294,0,3755,"DRYU9658417    ",0
2295,0,3756,"SMLU7944930    ",0
2296,0,3757,"TCLU1880383    ",0
2297,0,3758,"SMLU7947610    ",0
2298,0,3759,"TCNU4241280    ",0
2299,0,3760,"DRYU9658417    ",0
2300,0,3761,"ZCSU8560125    ",0
2301,0,3762,"GLDU0606220    ",0
2302,0,3763,"SMLU7957115    ",0
2303,0,3764,"TGHU6434193    ",0
2304,0,3765,"TCNU2509693    ",0
2305,0,3766,"CMAU7237534    ",0
2306,0,3767,"FCIU9395180    ",0
2307,0,3768,"CMAU7581128    ",0
2308,0,3769,"TTNU8265489    ",0
2309,0,3770,"CRSU9006578    ",0
2310,0,3771,"ZCSU8712995    ",0
2311,0,3772,"SMLU794344G    ",0
2312,0,3773,"ECMU9523355    ",0
2313,0,3774,"FSCU9274228    ",0
2314,0,3775,"GESU5546473    ",0
2315,0,3776,"SMLU7889725    ",0
2316,0,3777,"BSIU9273364    ",0
2317,0,3778,"SMLU8310170    ",0
2318,0,3779,"SMLU7873903    ",0
2319,0,3780,"CAIU4347113    ",0
2320,0,3781,"FSCU8167966    ",0
2321,0,3782,"BSIU9091312    ",0
2322,0,3783,"UETU5440508    ",0
2323,0,3784,"APHU7379628    ",0
2324,0,3785,"SMLU7955410    ",0
2325,0,3786,"SMLU7919840    ",0
2326,0,3787,"SMLU7971638    ",0
2327,0,3788,"ZCSU7027359    ",0
2328,0,3789,"SMLU7842040    ",0
2329,0,3790,"CMAU7046142    ",0
2330,0,3791,"GESU5350496    ",0
2331,0,3792,"SMLU7907325    ",0
2332,0,3793,"CMAU5922462    ",0
2333,0,3794,"BMOU4669697    ",0
2334,0,3795,"CGMU4923992    ",0
2335,0,3796,"FSCU6895113    ",0
2336,0,3797,"BSIU9072610    ",0
2337,0,3798,"TCNU3138787    ",0
2338,0,3799,"SMLU7909652    ",0
2339,0,3800,"ZCSUB573950    ",0
2340,0,3801,"CMAU0957595    ",0
2341,0,3802,"SMLU7869740    ",0
2342,0,3803,"SMLU7875845    ",0
2343,0,3804,"ZCSU8587379    ",0
2344,0,3805,"SMLU7947539    ",0
2345,0,3806,"SMLU7871480    ",0
2346,0,3807,"SMLU7879352    ",0
2347,0,3808,"SMLU7906885    ",0
2348,0,3809,"CGMU5037089    ",0
2349,0,3810,"CMAU4185437    ",0
2350,0,3811,"BSIU9113860    ",0
2351,0,3812,"SMLU7950975    ",0
2352,0,3813,"SMLU7950975    ",0
2353,0,3814,"ZCSU8538137    ",0
2354,0,3815,"SMLU7942814    ",0
2355,0,3816,"TCNU5750805    ",0
2357,0,3817,"TGHU9949377    ",0
2358,0,3818,"APRU5717623    ",0
2359,0,3819,"SMLU7899106    ",0
2360,0,3820,"SMLU7971113    ",0
2361,0,3821,"SMLU7863274    ",0
2362,0,3822,"TCNU3624583    ",0
2363,0,3823,"BMOU4835247    ",0
2364,0,3824,"SMLU7834743    ",0
2365,0,3825,"BMOU4835247    ",0
2366,0,3826,"SMLU7876970    ",0
2367,0,3827,"SMLU7921642    ",0
2368,0,3828,"SMLU7921642    ",0
2369,0,3829,"SMLU7868717    ",0
2370,0,3830,"SMLU7957075    ",0
2371,0,3831,"TGCU5079584    ",0
2372,0,3832,"TTNU8274710    ",0
2373,0,3833,"SMLU7930583    ",0
2374,0,3834,"SMLU7840474    ",0
2375,0,3835,"SMLU7957687    ",0
2376,0,3836,"CGMU9301604    ",0
2377,0,3837,"SMLU7914520    ",0
2378,0,3838,"FCIU9349570    ",0
2379,0,3839,"SMLU7955365    ",0
2380,0,3840,"ZCSU8974444    ",0
2381,0,3841,"SMLU7858982    ",0
2382,0,3842,"SMLU7943087    ",0
2383,0,3843,"SMLU7952330    ",0
2384,0,3844,"TCNU9634357    ",0
2385,0,3845,"UACU5425387    ",0
2386,0,3846,"ECMU8051676    ",0
2387,0,3847,"SMLU7897232    ",0
2388,0,3848,"SMLU7897232    ",0
2389,0,3849,"CAIU7325606    ",0
2390,0,3850,"CMAU7278277    ",0
2391,0,3851,"CGMU4987385    ",0
2392,0,3852,"SMLU7971622    ",0
2393,0,3853,"DRYU9115066    ",0
2394,0,3854,"SMLU7952330    ",0
2395,0,3855,"CGMU5097283    ",0
2396,0,3856,"SMLU7863783    ",0
2397,0,3857,"SMLU7959972    ",0
2398,0,3858,"SMLU7973203    ",0
2399,0,3859,"SMLU7874284    ",0
2400,0,3860,"ZCSU8891870    ",0
2401,0,3861,"SMLU7932755    ",0
2402,0,3862,"CMAU4148979    ",0
2403,0,3863,"CGMU9332776    ",0
2404,0,3864,"CRSU9324352    ",0
2405,0,3865,"UESU4535689    ",0
2406,0,3866,"APRU5805684    ",0
2407,0,3867,"CMAU2177725    ",0
2408,0,3868,"SMLU7891980    ",0
2409,0,3869,"TCNU4800898    ",0
2410,0,3870,"GESU5415827    ",0
2411,0,3871,"ZCSU6527236    ",0
2412,0,3872,"CGMU9308949    ",0
2413,0,3873,"SMLU7908949    ",0
2414,0,3874,"SMLU7908321    ",0
2415,0,3875,"CGMU5008650    ",0
2416,0,3876,"APRU5751736    ",0
2417,0,3877,"TCLU1148726    ",0
2418,0,3878,"SMLU7904590    ",0
2419,0,3879,"SMLU7913734    ",0
2420,0,3880,"TCKU1470150    ",0
2421,0,3881,"ZCSU8534701    ",0
2422,0,3882,"CGMU9361898    ",0
2423,0,3883,"SMLU7891764    ",0
2424,0,3884,"ECMU8028737    ",0
2425,0,3885,"SMLU7926639    ",0
2426,0,3886,"BMOU5900877    ",0
2427,0,3887,"GVCU5270238    ",0
2428,0,3888,"APRU5098030    ",0
2429,0,3889,"SMLU7886428    ",0
2430,0,3890,"CMAU5826448    ",0
2431,0,3891,"DRYU4532431    ",0
2432,0,3892,"TGBU5368979    ",0
2433,0,3893,"SMLU7955998    ",0
2434,0,3894,"SMLU7887609    ",0
2435,0,3895,"TEMU6318289    ",0
2436,0,3896,"SMLU7970380    ",0
2437,0,3897,"SMLU1909740    ",0
2438,0,3898,"TCNU5221210    ",0
2439,0,3899,"APRU5771727    ",0
2440,0,3900,"CRLU1610591    ",0
2441,0,3901,"SMLU7936914    ",0
2442,0,3902,"CGMU5152462    ",0
2443,0,3903,"TGHU9180913    ",0
2444,0,3904,"TGHU9180913    ",0
2445,0,3905,"SMLU7882187    ",0
2446,0,3906,"APRU5104766    ",0
2447,0,3907,"SMLU7909740    ",0
2448,0,3908,"AMCU9268424    ",0
2449,0,3909,"SMLU7907599    ",0
2450,0,3910,"SMLU7918192    ",0
2451,0,3911,"SMLU5480935    ",0
2452,0,3912,"APRU5849888    ",0
2453,0,3913,"SMLU7942075    ",0
2454,0,3914,"ECMU8028737    ",0
2455,0,3915,"CXDU2320410    ",0
2456,0,3916,"CLHU9067706    ",0
2457,0,3917,"SMLU7961650    ",0
2458,0,3918,"TGHU8238899    ",0
2459,0,3919,"APHU6878880    ",0
2460,0,3920,"SMLU7886243    ",0
2461,0,3921,"SMLU7886243    ",0
2462,0,3922,"CLHU8677941    ",0
2463,0,3923,"TGHU8393128    ",0
2464,0,3924,"SMLU7952983    ",0
2465,0,3925,"SMLU7969332    ",0
2466,0,3926,"TCNU5393251    ",0
2467,0,3927,"TCNU5393251    ",0
2468,0,3928,"TRLU1743651    ",0
2469,0,3929,"TCNU5393251    ",0
2470,0,3930,"TCNU6219943    ",0
2471,0,3931,"SMLU7960227    ",0
2472,0,3932,"SMLU7922459    ",0
2473,0,3933,"SMLU7960227    ",0
2474,0,3934,"TCNU6219943    ",0
2475,0,3935,"SMLU7913945    ",0
2476,0,3936,"FCIU9365761    ",0
2477,0,3937,"SMLU7893200    ",0
2478,0,3938,"CGMU9323352    ",0
2479,0,3939,"CGMU9323352    ",0
2480,0,3940,"FCIU9365761    ",0
2481,0,3941,"SMLU7907120    ",0
2482,0,3942,"TRIU8688382    ",0
2483,0,3943,"SMLU7894260    ",0
2484,0,3944,"ECMU8020361    ",0
2485,0,3945,"UETU5440540    ",0
2486,0,3946,"SMLU7867881    ",0
2487,0,3947,"SMLU7875655    ",0
2488,0,3948,"GVCU5378747    ",0
2489,0,3949,"SMLU7949871    ",0
2490,0,3950,"SMLU7880163    ",0
2491,0,3951,"HLXU8545159    ",0
2492,0,3952,"TRIU8612495    ",0
2493,0,3953,"SMLU7969332    ",0
2494,0,3954,"CMAU7489393    ",0
2495,0,3955,"TTNU8267898    ",0
2496,0,3956,"SMLU8317051    ",0
2497,0,3957,"SMLU7968001    ",0
2498,0,3958,"ZCSU6524197    ",0
2499,0,3959,"TRIU8612495    ",0
2500,0,3960,"CRLU1842576    ",0
2501,0,3961,"SMLU7868450    ",0
2502,0,3962,"MSKU0326158    ",0
2503,0,3963,"TCNU9946592    ",0
2504,0,3964,"TCNU6077068    ",0
2505,0,3965,"SMLU7929854    ",0
2506,0,3966,"CAXU9324067    ",0
2507,0,3967,"ECMU8059126    ",0
2508,0,3968,"ECMU8059126    ",0
2509,0,3969,"BMOU4117189    ",0
2510,0,3970,"DFSU2476941    ",0
2511,0,3971,"TCNU6085269    ",0
2512,0,3972,"SMLU7950830    ",0
2513,0,3973,"SMLU7950830    ",0
2514,0,3974,"SMLU7876435    ",0
2515,0,3975,"BSIU9724452    ",0
2516,0,3976,"SMLU7883922    ",0
2517,0,3977,"SMLU7876435    ",0
2518,0,3978,"SMLU7956741    ",0
2519,0,3979,"SMLU7937103    ",0
2520,0,3980,"CGMU9298054    ",0
2521,0,3981,"AIXU6104143    ",0
2522,0,3982,"APRU5704061    ",0
2523,0,3983,"SMLU7961579    ",0
2524,0,3984,"SMLU7922865    ",0
2525,0,3986,"SMLU7922865    ",0
2526,0,3987,"SMLU7935796    ",0
2527,0,3988,"CGMU4831509    ",0
2528,0,3989,"GESU6758327    ",0
2529,0,3990,"SMLU7827282    ",0
2530,0,3991,"SMLU7934064    ",0
2531,0,3993,"SMLU7887980    ",0
2532,0,3994,"TEMU6752000    ",0
2533,0,3995,"CGMU9315444    ",0
2534,0,3996,"TCNU9635899    ",0
2535,0,3997,"SMLU7921513    ",0
2536,0,3998,"SMLU7924615    ",0
2537,0,3999,"SMLU7874108    ",0
2538,0,4000,"APHU4503078    ",0
2539,0,4001,"SMLU7854420    ",0
2540,0,4002,"CMAU5830258    ",0
2541,0,4003,"BEAU4093729    ",0
2542,0,4004,"SMLU7895836    ",0
2543,0,4005,"SMLU8317200    ",0
2544,0,4006,"UETU5269334    ",0
2545,0,4007,"UETU5269334    ",0
2546,0,4008,"N/F            ",0
2547,0,4009,"RFCU4053869    ",0
2548,0,4010,"BEAU4093729    ",0
2549,0,4011,"RFCU4053869    ",0
2550,0,4012,"SMLU7840962    ",0
2551,0,4013,"TCLU1196128    ",0
2552,0,4014,"SMLU7935559    ",0
2553,0,4015,"SMLU7905214    ",0
2554,0,4016,"TRLU8189412    ",0
2555,0,4017,"SMLU7904440    ",0
2556,0,4018,"SMLU7895749    ",0
2557,0,4019,"SMLU8322269    ",0
2558,0,4020,"SMLU7970689    ",0
2559,0,4021,"QEE-72B815     ",0
2560,0,4022,"BMOU9212065    ",0
2561,0,4023,"SMLU7851669    ",0
2562,0,4024,"SMLU7851669    ",0
2563,0,4025,"SMLU7967263    ",0
2564,0,4026,"TCNU2767342    ",0
2565,0,4027,"N/F            ",0
2566,0,4028,"SMLU2579373    ",0
2567,0,4029,"SMLU3124553    ",0
2568,0,4030,"TCNU3719586    ",0
2569,0,4031,"HLBU1959036    ",0
2570,0,4032,"N/F            ",0
2571,0,4033,"SMLU7973965    ",0
2572,0,4034,"FSCU6969140    ",0
2573,0,4035,"SMLU7835360    ",0
2574,0,4036,"SMLU7904223    ",0
2575,0,4037,"SMLU7904223    ",0
2576,0,4038,"CAXU8121208    ",0
2577,0,4039,"HLBU1316030    ",0
