"Rec No","Id","Date","Time","Comments"
408,407,78221,5303471,"TDCC 309 B/L Export - Customs                                                   "
409,408,78221,5323607,"TDCC 309 B/L Export - Customs                                                   "
410,409,78226,3330868,"TDCC 309 B/L Export - Customs                                                   "
411,410,78229,4155064,"TDCC 309 B/L Export - Customs                                                   "
412,411,78229,4182408,"TDCC 309 B/L Export - Customs                                                   "
413,412,78229,4441360,"TDCC 309 B/L Export - Customs                                                   "
414,413,78233,4439229,"TDCC 309 B/L Export - Customs                                                   "
415,414,78233,4455203,"TDCC 309 B/L Export - Customs                                                   "
416,415,78233,4502713,"TDCC 309 B/L Export - Customs                                                   "
417,416,78235,3203177,"TDCC 309 B/L Export - Customs                                                   "
418,417,78240,3753670,"TDCC 309 B/L Export - Customs                                                   "
419,418,78240,3877903,"TDCC 309 B/L Export - Customs                                                   "
420,419,78247,4301637,"TDCC 309 B/L Export - Customs                                                   "
421,420,78247,4316432,"TDCC 309 B/L Export - Customs                                                   "
422,421,78247,4337206,"TDCC 309 B/L Export - Customs                                                   "
423,422,78247,4375375,"TDCC 309 B/L Export - Customs                                                   "
424,423,78247,4424007,"TDCC 309 B/L Export - Customs                                                   "
425,424,78247,5012778,"TDCC 309 B/L Export - Customs                                                   "
426,425,78247,5661214,"TDCC 309 B/L Export - Customs                                                   "
427,426,78248,2751834,"TDCC 309 B/L Export - Customs                                                   "
428,427,78248,2774329,"TDCC 309 B/L Export - Customs                                                   "
429,428,78249,3028847,"TDCC 309 B/L Export - Customs                                                   "
430,429,78254,4545524,"TDCC 309 B/L Export - Customs                                                   "
431,430,78254,4589239,"TDCC 309 B/L Export - Customs                                                   "
432,431,78256,2736901,"TDCC 309 B/L Export - Customs                                                   "
433,432,78256,2749825,"TDCC 309 B/L Export - Customs                                                   "
434,433,78263,2681904,"TDCC 309 B/L Export - Customs                                                   "
435,434,78263,2697235,"TDCC 309 B/L Export - Customs                                                   "
436,435,78263,2709496,"TDCC 309 B/L Export - Customs                                                   "
437,436,78268,3689324,"TDCC 309 B/L Export - Customs                                                   "
438,437,78270,2829382,"TDCC 309 B/L Export - Customs                                                   "
439,438,78270,3124867,"TDCC 309 B/L Export - Customs                                                   "
440,439,78270,3502968,"TDCC 309 B/L Export - Customs                                                   "
441,440,78270,3764366,"TDCC 309 B/L Export - Customs                                                   "
442,441,78270,3818249,"TDCC 309 B/L Export - Customs                                                   "
443,442,78270,3913760,"TDCC 309 B/L Export - Customs                                                   "
444,443,78270,3916405,"TDCC 309 B/L Export - Customs                                                   "
445,444,78270,5154354,"TDCC 309 B/L Export - Customs                                                   "
446,445,78270,5357223,"TDCC 309 B/L Export - Customs                                                   "
447,446,78275,4173009,"TDCC 309 B/L Export - Customs                                                   "
448,447,78275,4299799,"TDCC 309 B/L Export - Customs                                                   "
449,448,78275,4328713,"TDCC 309 B/L Export - Customs                                                   "
450,449,78275,4362447,"TDCC 309 B/L Export - Customs                                                   "
451,450,78275,4378047,"TDCC 309 B/L Export - Customs                                                   "
452,451,78275,4386256,"TDCC 309 B/L Export - Customs                                                   "
453,452,78276,2846331,"TDCC 309 B/L Export - Customs                                                   "
454,453,78277,4493803,"TDCC 309 B/L Export - Customs                                                   "
455,454,78277,4701300,"TDCC 309 B/L Export - Customs                                                   "
456,455,78277,4738951,"TDCC 309 B/L Export - Customs                                                   "
457,456,78282,3364307,"TDCC 309 B/L Export - Customs                                                   "
458,457,78284,3507859,"TDCC 309 B/L Export - Customs                                                   "
459,458,78284,3557110,"TDCC 309 B/L Export - Customs                                                   "
460,459,78284,3577469,"TDCC 309 B/L Export - Customs                                                   "
461,460,78289,3187574,"TDCC 309 B/L Export - Customs                                                   "
462,461,78291,3500410,"TDCC 309 B/L Export - Customs                                                   "
463,462,78296,3220036,"TDCC 309 B/L Export - Customs                                                   "
464,463,78296,3228293,"TDCC 309 B/L Export - Customs                                                   "
465,464,78296,3252063,"TDCC 309 B/L Export - Customs                                                   "
466,465,78298,3225265,"TDCC 309 B/L Export - Customs                                                   "
467,466,78298,3946279,"TDCC 309 B/L Export - Customs                                                   "
468,467,78298,3951169,"TDCC 309 B/L Export - Customs                                                   "
469,468,78298,3976114,"TDCC 309 B/L Export - Customs                                                   "
470,469,78298,4253450,"TDCC 309 B/L Export - Customs                                                   "
471,470,78303,4046809,"TDCC 309 B/L Export - Customs                                                   "
472,471,78305,4827452,"TDCC 309 B/L Export - Customs                                                   "
473,472,78310,3731848,"TDCC 309 B/L Export - Customs                                                   "
474,473,78310,3790171,"TDCC 309 B/L Export - Customs                                                   "
475,474,78310,3803960,"TDCC 309 B/L Export - Customs                                                   "
476,475,78310,3811134,"TDCC 309 B/L Export - Customs                                                   "
477,476,78310,3902516,"TDCC 309 B/L Export - Customs                                                   "
478,477,78310,3925409,"TDCC 309 B/L Export - Customs                                                   "
479,478,78310,3958946,"TDCC 309 B/L Export - Customs                                                   "
480,479,78310,3965256,"TDCC 309 B/L Export - Customs                                                   "
481,480,78310,4426400,"TDCC 309 B/L Export - Customs                                                   "
482,481,78310,4942233,"TDCC 309 B/L Export - Customs                                                   "
483,482,78311,3161468,"TDCC 309 B/L Export - Customs                                                   "
484,483,78311,4122942,"TDCC 309 B/L Export - Customs                                                   "
485,484,78311,4717046,"TDCC 309 B/L Export - Customs                                                   "
486,485,78311,4900325,"TDCC 309 B/L Export - Customs                                                   "
487,486,78312,3325994,"TDCC 309 B/L Export - Customs                                                   "
488,487,78317,3698145,"TDCC 309 B/L Export - Customs                                                   "
489,488,78317,5474349,"TDCC 309 B/L Export - Customs                                                   "
490,489,78317,5508533,"TDCC 309 B/L Export - Customs                                                   "
491,490,78317,5554403,"TDCC 309 B/L Export - Customs                                                   "
492,491,78317,5579841,"TDCC 309 B/L Export - Customs                                                   "
493,492,78318,5835935,"TDCC 309 B/L Export - Customs                                                   "
494,493,78319,3044361,"TDCC 309 B/L Export - Customs                                                   "
495,494,78319,3122856,"TDCC 309 B/L Export - Customs                                                   "
496,495,78319,3586643,"TDCC 309 B/L Export - Customs                                                   "
497,496,78319,3616954,"TDCC 309 B/L Export - Customs                                                   "
498,497,78319,3643788,"TDCC 309 B/L Export - Customs                                                   "
499,498,78319,5380783,"TDCC 309 B/L Export - Customs                                                   "
500,499,78319,5654351,"TDCC 309 B/L Export - Customs                                                   "
501,500,78319,5938551,"TDCC 309 B/L Export - Customs                                                   "
502,501,78324,5409813,"TDCC 309 B/L Export - Customs                                                   "
503,502,78324,5424630,"TDCC 309 B/L Export - Customs                                                   "
504,503,78324,5436413,"TDCC 309 B/L Export - Customs                                                   "
505,504,78324,5955331,"TDCC 309 B/L Export - Customs                                                   "
506,505,78324,6040302,"TDCC 309 B/L Export - Customs                                                   "
507,506,78326,3153432,"TDCC 309 B/L Export - Customs                                                   "
508,507,78326,3196996,"TDCC 309 B/L Export - Customs                                                   "
509,508,78326,3534797,"TDCC 309 B/L Export - Customs                                                   "
510,509,78326,3556475,"TDCC 309 B/L Export - Customs                                                   "
511,510,78331,3494125,"TDCC 309 B/L Export - Customs                                                   "
512,511,78331,3603089,"TDCC 309 B/L Export - Customs                                                   "
513,512,78331,4382985,"TDCC 309 B/L Export - Customs                                                   "
514,513,78333,3251296,"TDCC 309 B/L Export - Customs                                                   "
515,514,78333,3335672,"TDCC 309 B/L Export - Customs                                                   "
516,515,78333,3460332,"TDCC 309 B/L Export - Customs                                                   "
517,516,78333,4162054,"TDCC 309 B/L Export - Customs                                                   "
518,517,78333,4187990,"TDCC 309 B/L Export - Customs                                                   "
519,518,78338,3517495,"TDCC 309 B/L Export - Customs                                                   "
520,519,78338,3596189,"TDCC 309 B/L Export - Customs                                                   "
521,520,78338,3679682,"TDCC 309 B/L Export - Customs                                                   "
522,521,78340,3535303,"TDCC 309 B/L Export - Customs                                                   "
523,522,78340,3786886,"TDCC 309 B/L Export - Customs                                                   "
524,523,78345,4047053,"TDCC 309 B/L Export - Customs                                                   "
525,524,78347,3300823,"TDCC 309 B/L Export - Customs                                                   "
526,525,78347,3330955,"TDCC 309 B/L Export - Customs                                                   "
527,526,78347,3470878,"TDCC 309 B/L Export - Customs                                                   "
528,527,78347,3575907,"TDCC 309 B/L Export - Customs                                                   "
529,528,78347,4088920,"TDCC 309 B/L Export - Customs                                                   "
530,529,78347,4441690,"TDCC 309 B/L Export - Customs                                                   "
531,530,78347,4701599,"TDCC 309 B/L Export - Customs                                                   "
532,531,78352,3192839,"TDCC 309 B/L Export - Customs                                                   "
533,532,78354,4446634,"TDCC 309 B/L Export - Customs                                                   "
534,533,78354,4478424,"TDCC 309 B/L Export - Customs                                                   "
535,534,78354,4664960,"TDCC 309 B/L Export - Customs                                                   "
536,535,78354,4719776,"TDCC 309 B/L Export - Customs                                                   "
537,536,78354,4822839,"TDCC 309 B/L Export - Customs                                                   "
538,537,78354,4850688,"TDCC 309 B/L Export - Customs                                                   "
539,538,78354,4914587,"TDCC 309 B/L Export - Customs                                                   "
540,539,78354,5042217,"TDCC 309 B/L Export - Customs                                                   "
541,540,78355,3834569,"TDCC 309 B/L Export - Customs                                                   "
542,541,78355,3853582,"TDCC 309 B/L Export - Customs                                                   "
543,542,78359,4963487,"TDCC 309 B/L Export - Customs                                                   "
544,543,78359,4985240,"TDCC 309 B/L Export - Customs                                                   "
545,544,78361,4370932,"TDCC 309 B/L Export - Customs                                                   "
546,545,78361,4395471,"TDCC 309 B/L Export - Customs                                                   "
547,546,78361,4415556,"TDCC 309 B/L Export - Customs                                                   "
548,547,78361,4601341,"TDCC 309 B/L Export - Customs                                                   "
549,548,78366,4229577,"TDCC 309 B/L Export - Customs                                                   "
550,549,78366,4260265,"TDCC 309 B/L Export - Customs                                                   "
551,550,78366,4287755,"TDCC 309 B/L Export - Customs                                                   "
552,551,78366,4371281,"TDCC 309 B/L Export - Customs                                                   "
553,552,78366,4450365,"TDCC 309 B/L Export - Customs                                                   "
554,553,78368,3838581,"TDCC 309 B/L Export - Customs                                                   "
555,554,78368,3983295,"TDCC 309 B/L Export - Customs                                                   "
556,555,78368,4161266,"TDCC 309 B/L Export - Customs                                                   "
557,556,78368,5680583,"TDCC 309 B/L Export - Customs                                                   "
558,557,78369,5102875,"TDCC 309 B/L Export - Customs                                                   "
559,558,78369,5208042,"TDCC 309 B/L Export - Customs                                                   "
560,559,78369,5225527,"TDCC 309 B/L Export - Customs                                                   "
561,560,78373,4140284,"TDCC 309 B/L Export - Customs                                                   "
562,561,78375,3213394,"TDCC 309 B/L Export - Customs                                                   "
563,562,78375,3321837,"TDCC 309 B/L Export - Customs                                                   "
564,563,78375,3354825,"TDCC 309 B/L Export - Customs                                                   "
565,564,78375,3684747,"TDCC 309 B/L Export - Customs                                                   "
566,565,78375,3746386,"TDCC 309 B/L Export - Customs                                                   "
567,566,78375,4934780,"TDCC 309 B/L Export - Customs                                                   "
568,567,78380,4586179,"TDCC 309 B/L Export - Customs                                                   "
569,568,78382,5449934,"TDCC 309 B/L Export - Customs                                                   "
570,569,78382,5462306,"TDCC 309 B/L Export - Customs                                                   "
571,570,78382,6515997,"TDCC 309 B/L Export - Customs                                                   "
572,571,78382,6543925,"TDCC 309 B/L Export - Customs                                                   "
573,572,78387,4711487,"TDCC 309 B/L Export - Customs                                                   "
574,573,78387,4847716,"TDCC 309 B/L Export - Customs                                                   "
575,574,78389,3739270,"TDCC 309 B/L Export - Customs                                                   "
576,575,78389,3757317,"TDCC 309 B/L Export - Customs                                                   "
577,576,78389,3780831,"TDCC 309 B/L Export - Customs                                                   "
578,577,78389,4033050,"TDCC 309 B/L Export - Customs                                                   "
579,578,78389,4935895,"TDCC 309 B/L Export - Customs                                                   "
580,579,78394,5275017,"TDCC 309 B/L Export - Customs                                                   "
581,580,78394,5365068,"TDCC 309 B/L Export - Customs                                                   "
582,581,78396,4306113,"TDCC 309 B/L Export - Customs                                                   "
583,582,78396,4334890,"TDCC 309 B/L Export - Customs                                                   "
584,583,78396,5214808,"TDCC 309 B/L Export - Customs                                                   "
585,584,78401,4545851,"TDCC 309 B/L Export - Customs                                                   "
586,585,78403,3726864,"TDCC 309 B/L Export - Customs                                                   "
587,586,78403,4860040,"TDCC 309 B/L Export - Customs                                                   "
588,587,78408,5505149,"TDCC 309 B/L Export - Customs                                                   "
589,588,78409,3885150,"TDCC 309 B/L Export - Customs                                                   "
590,589,78410,4128452,"TDCC 309 B/L Export - Customs                                                   "
591,590,78410,4198723,"TDCC 309 B/L Export - Customs                                                   "
592,591,78415,4180130,"TDCC 309 B/L Export - Customs                                                   "
593,592,78415,4198940,"TDCC 309 B/L Export - Customs                                                   "
594,593,78415,5104640,"TDCC 309 B/L Export - Customs                                                   "
595,594,78415,5179536,"TDCC 309 B/L Export - Customs                                                   "
596,595,78417,3580819,"TDCC 309 B/L Export - Customs                                                   "
597,596,78417,3844063,"TDCC 309 B/L Export - Customs                                                   "
598,597,78417,4013121,"TDCC 309 B/L Export - Customs                                                   "
599,598,78422,3681966,"TDCC 309 B/L Export - Customs                                                   "
600,599,78423,3935896,"TDCC 309 B/L Export - Customs                                                   "
601,600,78423,4165889,"TDCC 309 B/L Export - Customs                                                   "
602,601,78424,4584342,"TDCC 309 B/L Export - Customs                                                   "
603,602,78424,4677146,"TDCC 309 B/L Export - Customs                                                   "
604,603,78424,4776829,"TDCC 309 B/L Export - Customs                                                   "
605,604,78429,4094800,"TDCC 309 B/L Export - Customs                                                   "
606,605,78431,3916085,"TDCC 309 B/L Export - Customs                                                   "
607,606,78431,4045166,"TDCC 309 B/L Export - Customs                                                   "
608,607,78436,3493289,"TDCC 309 B/L Export - Customs                                                   "
609,608,78436,3603911,"TDCC 309 B/L Export - Customs                                                   "
610,609,78438,4263762,"TDCC 309 B/L Export - Customs                                                   "
611,610,78438,4283833,"TDCC 309 B/L Export - Customs                                                   "
612,611,78438,4583130,"TDCC 309 B/L Export - Customs                                                   "
613,612,78438,4622091,"TDCC 309 B/L Export - Customs                                                   "
614,613,78443,5107806,"TDCC 309 B/L Export - Customs                                                   "
615,614,78446,2945372,"TDCC 309 B/L Export - Customs                                                   "
616,615,78446,3252285,"TDCC 309 B/L Export - Customs                                                   "
617,616,78446,3275460,"TDCC 309 B/L Export - Customs                                                   "
618,617,78446,3496598,"TDCC 309 B/L Export - Customs                                                   "
619,618,78450,3481295,"TDCC 309 B/L Export - Customs                                                   "
620,619,78450,3504242,"TDCC 309 B/L Export - Customs                                                   "
621,620,78450,3687416,"TDCC 309 B/L Export - Customs                                                   "
622,621,78450,3972515,"TDCC 309 B/L Export - Customs                                                   "
623,622,78452,3343257,"TDCC 309 B/L Export - Customs                                                   "
624,623,78452,3365270,"TDCC 309 B/L Export - Customs                                                   "
625,624,78458,3229480,"TDCC 309 B/L Export - Customs                                                   "
626,625,78459,3858886,"TDCC 309 B/L Export - Customs                                                   "
627,626,78459,4121188,"TDCC 309 B/L Export - Customs                                                   "
628,627,78459,4156714,"TDCC 309 B/L Export - Customs                                                   "
629,628,78464,3661500,"TDCC 309 B/L Export - Customs                                                   "
630,629,78466,3076591,"TDCC 309 B/L Export - Customs                                                   "
631,630,78466,3699666,"TDCC 309 B/L Export - Customs                                                   "
632,631,78466,3739877,"TDCC 309 B/L Export - Customs                                                   "
633,632,78466,3774920,"TDCC 309 B/L Export - Customs                                                   "
634,633,78466,3817066,"TDCC 309 B/L Export - Customs                                                   "
635,634,78471,4183420,"TDCC 309 B/L Export - Customs                                                   "
636,635,78471,4226450,"TDCC 309 B/L Export - Customs                                                   "
637,636,78471,4261189,"TDCC 309 B/L Export - Customs                                                   "
638,637,78478,4928024,"TDCC 309 B/L Export - Customs                                                   "
639,638,78480,3448475,"TDCC 309 B/L Export - Customs                                                   "
640,639,78480,3483927,"TDCC 309 B/L Export - Customs                                                   "
641,640,78480,3524046,"TDCC 309 B/L Export - Customs                                                   "
642,641,78480,3591445,"TDCC 309 B/L Export - Customs                                                   "
643,642,78480,3661330,"TDCC 309 B/L Export - Customs                                                   "
644,643,78480,4288631,"TDCC 309 B/L Export - Customs                                                   "
645,644,78480,4334246,"TDCC 309 B/L Export - Customs                                                   "
646,645,78481,3497131,"TDCC 309 B/L Export - Customs                                                   "
647,646,78481,3550635,"TDCC 309 B/L Export - Customs                                                   "
648,647,78485,4538857,"TDCC 309 B/L Export - Customs                                                   "
649,648,78487,3654932,"TDCC 309 B/L Export - Customs                                                   "
650,649,78487,3978606,"TDCC 309 B/L Export - Customs                                                   "
651,650,78487,4231896,"TDCC 309 B/L Export - Customs                                                   "
652,651,78487,4297412,"TDCC 309 B/L Export - Customs                                                   "
653,652,78487,5992806,"TDCC 309 B/L Export - Customs                                                   "
654,653,78492,5198278,"TDCC 309 B/L Export - Customs                                                   "
655,654,78492,5976259,"TDCC 309 B/L Export - Customs                                                   "
656,655,78494,3821397,"TDCC 309 B/L Export - Customs                                                   "
657,656,78494,4004609,"TDCC 309 B/L Export - Customs                                                   "
658,657,78494,4007155,"TDCC 309 B/L Export - Customs                                                   "
659,658,78494,4023127,"TDCC 309 B/L Export - Customs                                                   "
660,659,78494,4034830,"TDCC 309 B/L Export - Customs                                                   "
661,660,78494,4046015,"TDCC 309 B/L Export - Customs                                                   "
662,661,78494,4059262,"TDCC 309 B/L Export - Customs                                                   "
663,662,78499,4574849,"TDCC 309 B/L Export - Customs                                                   "
664,663,78501,4584816,"TDCC 309 B/L Export - Customs                                                   "
665,664,78501,4626509,"TDCC 309 B/L Export - Customs                                                   "
666,665,78502,2938655,"TDCC 309 B/L Export - Customs                                                   "
667,666,78502,3261735,"TDCC 309 B/L Export - Customs                                                   "
668,667,78502,3296449,"TDCC 309 B/L Export - Customs                                                   "
669,668,78502,3347582,"TDCC 309 B/L Export - Customs                                                   "
670,669,78502,3364402,"TDCC 309 B/L Export - Customs                                                   "
671,670,78502,3413613,"TDCC 309 B/L Export - Customs                                                   "
672,671,78502,3436368,"TDCC 309 B/L Export - Customs                                                   "
673,672,78506,4709461,"TDCC 309 B/L Export - Customs                                                   "
674,673,78506,4869052,"TDCC 309 B/L Export - Customs                                                   "
675,674,78508,3634739,"TDCC 309 B/L Export - Customs                                                   "
676,675,78508,4006914,"TDCC 309 B/L Export - Customs                                                   "
677,676,78508,5173273,"TDCC 309 B/L Export - Customs                                                   "
678,677,78508,5818263,"TDCC 309 B/L Export - Customs                                                   "
679,678,78508,5834810,"TDCC 309 B/L Export - Customs                                                   "
680,679,78508,5845878,"TDCC 309 B/L Export - Customs                                                   "
681,680,78513,5136126,"TDCC 309 B/L Export - Customs                                                   "
682,681,78515,4638973,"TDCC 309 B/L Export - Customs                                                   "
683,682,78515,4684072,"TDCC 309 B/L Export - Customs                                                   "
684,683,78520,4491067,"TDCC 309 B/L Export - Customs                                                   "
685,684,78520,4548922,"TDCC 309 B/L Export - Customs                                                   "
686,685,78522,5444645,"TDCC 309 B/L Export - Customs                                                   "
687,686,78522,5456705,"TDCC 309 B/L Export - Customs                                                   "
688,687,78529,4046162,"TDCC 309 B/L Export - Customs                                                   "
689,688,78529,4111856,"TDCC 309 B/L Export - Customs                                                   "
690,689,78529,4142106,"TDCC 309 B/L Export - Customs                                                   "
691,690,78529,4176445,"TDCC 309 B/L Export - Customs                                                   "
692,691,78761,3018403,"TDCC 309 B/L Export - Customs                                                   "
